Company,Company Description,Market Cap,Stock Price,PE Ratio,EPS,Market Cap Real
377) Cincinnati Financial (CINF),"Cincinnati Financial Corporation, incorporated on March 4, 1992, is an insurance holding company. As of December 31, 2016, the Company was engaged in the business of property casualty insurance marketed ...See Company Profile ...Dividend History ...List of ETFs holding CINF",$12.51,$77.78,20.69,3.42,"$12,510,000,000"
378) Seagate (STX),"Seagate Technology public limited company, incorporated on January 22, 2010, is a provider of electronic data storage technology and solutions. The Companys principal products are hard disk drives (HDDs). In ...See Company Profile ...Dividend History ...List of ETFs holding STX",$12.50,$48.74,9.25,3.79,"$12,500,000,000"
379) Jack Henry and Associates (JKHY),"Jack Henry & Associates, Inc. provides technology solutions and payment processing services primarily for financial services organizations in the United States. The company offers information and tran...See Company Profile ...Dividend History ...List of ETFs holding JKHY",$12.38,$161.56,36.72,3.86,"$12,380,000,000"
380) AES Corp (AES),"The AES Corporation, incorporated on January 28, 1981, is a holding company. The Company, through its subsidiaries and affiliates, operates a diversified portfolio of electricity generation and distribution businesses. The ...See Company Profile ...Dividend History ...List of ETFs holding AES",$12.34,$18.55,12.05,0.28,"$12,340,000,000"
381) Jacobs Engineering (J),"Jacobs Engineering Group Inc. provides consulting, technical, scientific, and project delivery services for the government and private sectors in the United States, Canada, Europe, Asia, India, Australia, New Zealand, South America, Mexico, the Middle East, and Africa. The company operates through Critical Mission Solutions, and People & Places Solutions segments....See Company Profile ...Dividend History ...List of ETFs holding J",$12.27,$94.24,0,0,"$12,270,000,000"
382) NortonLifeLock (NLOK),"NortonLifeLock Inc. provides cyber security products, services, and solutions worldwide. The company offers Norton security solutions as a subscription service providing protection for devices against malware, viruses, adware, and ransomware on various platforms; and LifeLock identity theft protection solution that provides identity monitoring, alerts, and restoration to its customers. It also provides Norton Secure VPN and other consumer security solutions, as well as Norton Wi-Fi Privacy VPN....See Company Profile ...Dividend History ...List of ETFs holding NLOK",$12.15,$20.56,0,0,"$12,150,000,000"
383) Waters Corp. (WAT),"Waters Corporation, incorporated on December 6, 1991, is an analytical instrument manufacturer. The Company operates through two segments: Waters and TA. The Company designs, manufactures, sells and services high performance ...See Company Profile ...Dividend History ...List of ETFs holding WAT",$12.13,$195.89,21.29,8.07,"$12,130,000,000"
384) Hewlett Packard (HPE),"Hewlett Packard Enterprise Company, incorporated on February 25, 2015, is a provider of technology solutions. The Company?��s segments include: Enterprise Group, Software, Financial Services and Corporate Investments. The Enterprise Group ...See Company Profile ...Dividend History ...List of ETFs holding HPE",$12.12,$9.42,6.45,0,"$12,120,000,000"
385) Fortune Brands Home and Security (FBHS),"Fortune Brands Home & Security, Inc., together with its subsidiaries, provides home and security products for residential home repair, remodeling, new construction, and security applications. It opera...See Company Profile ...Dividend History ...List of ETFs holding FBHS",$12.09,$87.52,20.59,3.1,"$12,090,000,000"
386) M&T Bank (MTB),"M&T Bank Corporation operates as the holding company for Manufacturers and Traders Trust Company; and Wilmington Trust, National Association that provide retail and commercial banking services. The company's Bu...See Company Profile ...Dividend History ...List of ETFs holding MTB",$12,$93.53,9.68,10.78,"$12,000,000,000"
387) Westinghouse Air Brake (WAB),"Westinghouse Air Brake Technologies Corporation (Wabtec), doing business as Wabtec Corporation, incorporated on October 19, 1989, is a provider of technology-based equipment and services for the global freight and transit ...See Company Profile ...Dividend History ...List of ETFs holding WAB",$11.94,$62.72,14.29,2.22,"$11,940,000,000"
388) KeyCorp (KEY),"KeyCorp, incorporated on December 31, 1958, is a bank holding company. The Company is a bank-based financial services company. The Company operates through its subsidiary, KeyBank National Association (KeyBank), which ...See Company Profile ...Dividend History ...List of ETFs holding KEY",$11.93,$12.22,9.62,1.12,"$11,930,000,000"
389) Live Nation Entertainment (LYV),"Live Nation Entertainment, Inc. (Live Nation), incorporated on August 2, 2005, is a live entertainment company. The Companys businesses consist of the promotion of live events, including ticketing, sponsorship and ...See Company Profile ...Dividend History ...List of ETFs holding LYV",$11.89,$54.73,-32.77,-3.77,"$11,890,000,000"
390) Atmos Energy (ATO),"Atmos Energy Corporation, incorporated on February 6, 1981, is engaged primarily in the regulated natural gas distribution and pipeline businesses, as well as other nonregulated natural gas businesses. The Company ...See Company Profile ...Dividend History ...List of ETFs holding ATO",$11.85,$96.02,19.13,4.87,"$11,850,000,000"
391) ABIOMED (ABMD),"ABIOMED, Inc., incorporated on June 4, 1987, is a provider of temporary percutaneous mechanical circulatory support devices. The Company offers care to heart failure patients. The Company operates in the ...See Company Profile ...Dividend History ...List of ETFs holding ABMD",$11.80,$261.99,49.53,3.47,"$11,800,000,000"
392) Evergy (EVRG),"Evergy, Inc., through its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in Kansas and Missouri. It generates electricity through coal and wind, as well a ...List of ETFs holding EVRG",$11.79,$51.98,16.04,2.76,"$11,790,000,000"
393) ONEOK (OKE),"ONEOK, Inc., incorporated on May 16, 1997, is the sole general partner of ONEOK Partners, L.P. (ONEOK Partners), a master limited partnership engaged in the gathering, processing, storage and transportation ...See Company Profile ...Dividend History ...List of ETFs holding OKE",$11.79,$26.53,10.05,1.49,"$11,790,000,000"
394) Hess Corp. (HES),"Hess Corporation, incorporated on February 7, 1920, is an exploration and production company. The Company is engaged in exploration, development, production, transportation, purchase and sale of crude oil, natural gas ...See Company Profile ...Dividend History ...List of ETFs holding HES",$11.58,$37.71,-18.13,-10.5,"$11,580,000,000"
395) Whirlpool (WHR),"Whirlpool Corporation, incorporated on August 10, 1955, is a manufacturer and marketer of home appliances. As of December 31, 2016, the Company manufactured products in 14 countries and markets products ...See Company Profile ...Dividend History ...List of ETFs holding WHR",$11.48,$184.21,11.64,13.13,"$11,480,000,000"
396) Regions Financial (RF),"Regions Financial Corporation, incorporated on February 13, 2004, is a financial holding company. The Company conducts its banking operations through Regions Bank, an Alabama state-chartered commercial bank, which is a ...See Company Profile ...Dividend History ...List of ETFs holding RF",$11.47,$11.95,9.8,0.67,"$11,470,000,000"
397) Teledyne (TDY),"Teledyne Technologies Incorporated, incorporated on August 23, 1999, provides enabling technologies for industrial growth markets. The Companys segments include Instrumentation, Digital Imaging, Aerospace and Defense Electronics, and Engineered Systems. The ...See Company Profile ...Dividend History ...List of ETFs holding TDY",$11.42,$309.81,27.84,10.55,"$11,420,000,000"
398) Hasbro (HAS),"Hasbro, Inc. (Hasbro), incorporated on January 8, 1926, is a play and entertainment company. The Companys operating segments include the U.S. and Canada, International, and Entertainment and Licensing. From toys ...See Company Profile ...Dividend History ...List of ETFs holding HAS",$11.37,$82.97,18.94,2.82,"$11,370,000,000"
399) Principal Financial (PFG),"Principal Financial Group, Inc., incorporated on April 18, 2001, is an investment management company. The Company offers a range of financial products and services, including retirement, asset management and insurance. ...See Company Profile ...Dividend History ...List of ETFs holding PFG",$11.27,$41.05,6.82,4.55,"$11,270,000,000"
400) Citizens Financial (CFG),"Citizens Financial Group, Inc., incorporated on November 21, 1984, is a retail bank holding company. The Company operates through two segments: Consumer Banking and Commercial Banking. The Company delivers a ...See Company Profile ...Dividend History ...List of ETFs holding CFG",$11.19,$26.21,10.53,2.52,"$11,190,000,000"
401) Gartner (IT),"Gartner, Inc., incorporated on June 1, 1990, is an information technology research and advisory company. The Company works with clients to research, analyze and interpret the business of information technology ...See Company Profile ...Dividend History ...List of ETFs holding IT",$11.18,$125.34,35.81,2.65,"$11,180,000,000"
402) Omnicom (OMC),"Omnicom Group Inc., incorporated on November 17, 1944, is a holding company. The Company provides advertising, marketing and corporate communications services. The Companys branded networks and agencies operate in all ...See Company Profile ...Dividend History ...List of ETFs holding OMC",$11.03,$51.33,9.56,4.31,"$11,030,000,000"
403) WR Berkley (WRB),"W. R. Berkley Corporation, incorporated on January 20, 1970, is an insurance holding company. The Company operates through two segments: Insurance and Reinsurance-Global. The Insurance segment consists of commercial insurance ...See Company Profile ...Dividend History ...List of ETFs holding WRB",$10.91,$61.27,19.64,1.82,"$10,910,000,000"
404) ETRADE Financial (ETFC),"E*Trade Financial Corporation, incorporated on September 4, 2003, is a financial services company. The Company provides online brokerage and related products and services primarily to individual retail investors under the ...See Company Profile ...Dividend History ...List of ETFs holding ETFC",$10.89,$49.26,18.45,3.46,"$10,890,000,000"
405) Western Digital (WDC),"Western Digital Corporation (Western Digital), incorporated on October 26, 2000, is a developer, manufacturer and provider of data storage devices and solutions that address the needs of the information technology ...See Company Profile ...Dividend History ...Candlestick Patterns ...List of ETFs holding WDC",$10.88,$35.96,5.69,-0.84,"$10,880,000,000"
406) CenterPoint Energy (CNP),"CenterPoint Energy, Inc., incorporated on August 31, 2001, is a public utility holding company. The Companys operating subsidiaries own and operate electric transmission and distribution facilities, and natural gas distribution ...See Company Profile ...Dividend History ...List of ETFs holding CNP",$10.86,$19.93,14.76,-1.58,"$10,860,000,000"
407) Advance Auto Parts (AAP),"Advance Auto Parts, Inc., incorporated on August 1, 2001, provides automotive aftermarket parts in North America, serving do-it-for-me (Professional) and do-it-yourself (DIY), customers. The Companys stores and branches offer a ...See Company Profile ...Dividend History ...List of ETFs holding AAP",$10.75,$155.50,16.92,6.49,"$10,750,000,000"
408) MGM Resorts International (MGM),"MGM Resorts International, incorporated on January 29, 1986, is a holding company. The Company, through its subsidiaries, owns and operates casino resorts. The Company operates in two segments: domestic resorts ...See Company Profile ...Dividend History ...List of ETFs holding MGM",$10.68,$21.66,-22.8,3.88,"$10,680,000,000"
409) Eastman Chemical (EMN),"Eastman Chemical Company (Eastman), incorporated on July 29, 1993, is an advanced materials and specialty additives company that produces a range of advanced materials, specialty additives, chemicals, and fibers found ...See Company Profile ...Dividend History ...List of ETFs holding EMN",$10.58,$78.17,11.22,4.22,"$10,580,000,000"
410) United Continental (UAL),"United Continental Holdings, Inc. (UAL), incorporated on December 30, 1968, is a holding company and its principal subsidiary is United Air Lines, Inc. (United). The Company transports people and cargo ...See Company Profile ...Dividend History ...List of ETFs holding UAL",$10.48,$36.01,-80.02,-6.43,"$10,480,000,000"
411) Avery Dennison (AVY),"Avery Dennison Corporation (Avery Dennison), incorporated on February 23, 1977, is engaged in the production of pressure-sensitive materials and a range of tickets, tags, labels and other converted products. The ...See Company Profile ...Dividend History ...List of ETFs holding AVY",$10.38,$124.33,18.64,6.14,"$10,380,000,000"
412) DaVita (DVA),"DaVita Inc., formerly DaVita HealthCare Partners Inc., incorporated on April 4, 1994, operates two divisions: DaVita Kidney Care (Kidney Care) and DaVita Medical Group (DMG). The Kidney Care division consists ...See Company Profile ...Dividend History ...List of ETFs holding DVA",$10.28,$84.29,11.27,6.22,"$10,280,000,000"
413) Packaging of America (PKG),"Packaging Corporation of America (PCA), incorporated on January 25, 1999, is a producer of containerboard products and uncoated freesheet. The Company operates through three segments: Packaging, Paper, and Corporate and ...See Company Profile ...Dividend History ...List of ETFs holding PKG",$10.28,$108.42,19.82,5.4,"$10,280,000,000"
414) Discovery Communications (DISCK),"Discovery Communications, Inc. (Discovery), incorporated on April 28, 2008, is a global media company. The Company provides content across multiple distribution platforms, including pay-television (pay-TV), free-to-air (FTA) and broadcast television, ...See Company Profile ...Dividend History ...List of ETFs holding DISCK",$10.27,$19.39,5.82,1.71,"$10,270,000,000"
415) UDR (UDR),"UDR, Inc., incorporated on May 2, 2003, is a self-administered real estate investment trust. The Company owns, operates, acquires, renovates, develops, redevelops, disposes of and manages multifamily apartment communities generally ...See Company Profile ...Dividend History ...List of ETFs holding UDR",$10.25,$34.74,0,0.62,"$10,250,000,000"
416) Discovery Communications (DISCA),"Discovery Communications, Inc. (Discovery), incorporated on April 28, 2008, is a global media company. The Company provides content across multiple distribution platforms, including pay-television (pay-TV), free-to-air (FTA) and broadcast television, ...See Company Profile ...Dividend History ...List of ETFs holding DISCA",$10.25,$21.50,6.5,1.71,"$10,250,000,000"
417) Raymond James Financial (RJF),"Raymond James Financial, Inc. (RJF), incorporated on January 24, 1974, is a financial holding company. The Companys subsidiaries include Raymond James & Associates, Inc. (RJ&A), Raymond James Financial Services, Inc. ...See Company Profile ...Dividend History ...List of ETFs holding RJF",$10.22,$74.52,13.05,6.2,"$10,220,000,000"
418) Franklin Resources (BEN),"Franklin Resources, Inc., incorporated on November 28, 1969, is a holding company. The Company, along with its subsidiaries, operates as Franklin Templeton Investments. The Company is a global investment management ...See Company Profile ...Dividend History ...List of ETFs holding BEN",$10.17,$20.52,7.92,2.05,"$10,170,000,000"
419) Halliburton (HAL),"Halliburton Company provides a range of services and products to oil and natural gas companies worldwide. The company's Completion and Production segment offers production enhancement services, includ...See Company Profile ...Dividend History ...Candlestick Patterns ...List of ETFs holding HAL",$9.94,$11.31,23.08,-4.62,"$9,940,000,000"
420) Lamb Weston (LW),"Lamb Weston Holdings, Inc. (Lamb Weston), is a supplier of frozen potato, sweet potato, appetizer and vegetable products to restaurants and retailers around the world. The Companys segments include Global, ...See Company Profile ...Dividend History ...List of ETFs holding LW",$9.87,$67.93,23.03,2.49,"$9,870,000,000"
421) Loews (L),"Loews Corporation, incorporated on November 12, 1969, is a holding company. The Company, through its subsidiaries, is engaged in commercial property and casualty insurance; operation of offshore oil and gas ...See Company Profile ...Dividend History ...List of ETFs holding L",$9.79,$35.50,12.24,-4.04,"$9,790,000,000"
422) Dentsply Sirona (XRAY),"DENTSPLY SIRONA Inc., incorporated on February 15, 1983, is a manufacturer of professional dental products and technologies. The Company develops, manufactures, and markets solutions offering, including dental and oral health ...See Company Profile ...Dividend History ...List of ETFs holding XRAY",$9.54,$43.66,19.85,-0.22,"$9,540,000,000"
423) CBOE (CBOE),"CBOE Holdings, Inc., incorporated on August 15, 2006, is a holding company. The Companys principal business is operating markets that offer for trading options on various market indexes (index options), ...See Company Profile ...Dividend History ...List of ETFs holding CBOE",$9.50,$87.38,17.98,4.55,"$9,500,000,000"
424) Albemarle (ALB),"Albemarle Corporation, incorporated on November 24, 1993, is a global developer, manufacturer and marketer of highly-engineered specialty chemicals. The Company operates through three segments: Lithium and Advanced Materials, Bromine Specialties ...See Company Profile ...Dividend History ...List of ETFs holding ALB",$9.50,$89.29,20.91,4.12,"$9,500,000,000"
425) NetApp (NTAP),"NetApp, Inc. (NetApp), incorporated on November 1, 2001, provides software, systems and services to manage and store customer data. The Company enables enterprises, service providers, governmental organizations, and partners to ...See Company Profile ...Dividend History ...List of ETFs holding NTAP",$9.49,$42.76,10.72,3.49,"$9,490,000,000"
426) Huntington Bancshares (HBAN),"Huntington Bancshares Incorporated (Huntington), incorporated on April 14, 1966, is a bank holding company. Through its subsidiaries, including its bank subsidiary, The Huntington National Bank (the Bank), the Company provides ...See Company Profile ...Dividend History ...List of ETFs holding HBAN",$9.49,$9.33,9.72,0.79,"$9,490,000,000"
427) Universal Health (UHS),"Universal Health Services, Inc., incorporated on January 8, 1979, is a holding company. The Companys principal business is owning and operating, through its subsidiaries, acute care hospitals and outpatient facilities, ...See Company Profile ...Dividend History ...List of ETFs holding UHS",$9.27,$109.15,10.43,8.45,"$9,270,000,000"
428) L Brands (LB),"L Brands, Inc., incorporated on March 16, 1982, operates specialty retail business. The Company is focused on womens intimate and other apparel, personal care, beauty and home fragrance categories. The ...See Company Profile ...Dividend History ...List of ETFs holding LB",$9.21,$33.13,15.63,-2.86,"$9,210,000,000"
429) Occidental Petroleum (OXY),"Occidental Petroleum Corporation (Occidental), incorporated on April 9, 1986, is an oil and gas exploration and production company. The Company operates through three segments: oil and gas, chemical (OxyChem), and ...See Company Profile ...Dividend History ...Candlestick Patterns ...List of ETFs holding OXY",$9.18,$9.87,-6.81,-14.45,"$9,180,000,000"
430) Allegion (ALLE),"Allegion plc manufactures and sells mechanical and electronic security products and solutions worldwide. The company offers locks, locksets, portable locks, and key systems; door closers and exit devices; elect...See Company Profile ...Dividend History ...List of ETFs holding ALLE",$9.12,$98.82,22.56,3.07,"$9,120,000,000"
431) WestRock (WRK),"WestRock Company, incorporated on March 6, 2015, is a multinational provider of paper and packaging solutions for consumer and corrugated packaging markets. The Company also develops real estate in the ...See Company Profile ...Dividend History ...List of ETFs holding WRK",$9.09,$35.02,14.06,2.99,"$9,090,000,000"
432) IPG Photonics (IPGP),"IPG Photonics Corporation develops and manufactures a range of high-performance fiber lasers, fiber amplifiers, and diode lasers used in various applications primarily in materials processing worldwid...See Company Profile ...Dividend History ...List of ETFs holding IPGP",$8.99,$168.83,36.62,2.38,"$8,990,000,000"
433) Western Union Co (WU),"The Western Union Company (Western Union), incorporated on February 17, 2006, is a provider of money movement and payment services. The Company operates through three segments: Consumer-to-Consumer, Consumer-to-Business and Business ...See Company Profile ...Dividend History ...List of ETFs holding WU",$8.80,$21.40,10.75,1.44,"$8,800,000,000"
434) Pinnacle West Capital (PNW),"Pinnacle West Capital Corporation, incorporated on February 20, 1985, is a holding company that operates through its subsidiaries. The Company operates through regulated electricity segment, which consists of traditional regulated ...See Company Profile ...Dividend History ...List of ETFs holding PNW",$8.76,$77.86,15.51,5.31,"$8,760,000,000"
435) LKQ (LKQ),"LKQ Corporation (LKQ), incorporated on February 13, 1998, is a distributor of vehicle products, including replacement parts, components and systems used in the repair and maintenance of vehicles, as well ...See Company Profile ...Dividend History ...List of ETFs holding LKQ",$8.68,$28.51,11.4,1.82,"$8,680,000,000"
436) AO Smith (AOS),"A. O. Smith Corporation manufactures and markets residential and commercial gas and electric water heaters, boilers, tanks, and water treatment products in North America, China, Europe, and India. It ...See Company Profile ...Dividend History ...List of ETFs holding AOS",$8.64,$53.53,23.69,1.82,"$8,640,000,000"
437) Globe Life (GL),"Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products, and annuities to lower middle to middle income households in the United States. The company operates through four segments: Life Insurance, Supplemental Health Insurance, Annuities, and Investments. It offers term life, whole life, children's life, senior life, and family life insurance products; accidental benefits insurance; mortgage protection insurance; and medicare supplement plans....See Company Profile ...Dividend History ...List of ETFs holding GL",$8.61,$80.79,10.62,6.83,"$8,610,000,000"
438) NiSource (NI),"NiSource Inc., an energy holding company, operates as a regulated natural gas and electric utility company in the United States. The company operates in two segments, Gas Distribution Operations and E...See Company Profile ...Dividend History ...List of ETFs holding NI",$8.48,$22.14,16.52,-0.31,"$8,480,000,000"
439) Concho Resources (CXO),"Concho Resources Inc., an independent oil and natural gas company, engages in the acquisition, development, and exploration of oil and natural gas properties in the United States. The company's princi...See Company Profile ...Dividend History ...List of ETFs holding CXO",$8.47,$43.07,13.54,-48.86,"$8,470,000,000"
440) News Corp (NWSA),"News Corporation, incorporated on December 11, 2012, is a global diversified media and information services company focused on creating and distributing content to consumers and businesses throughout the world. The ...See Company Profile ...Dividend History ...List of ETFs holding NWSA",$8.36,$14.22,31.59,-2.16,"$8,360,000,000"
441) News Corp (NWS),"News Corporation, incorporated on December 11, 2012, is a global diversified media and information services company focused on creating and distributing content to consumers and businesses throughout the world. The ...See Company Profile ...Dividend History ...List of ETFs holding NWS",$8.35,$14.17,0,-2.16,"$8,350,000,000"
442) Henry Schein (HSIC),"Henry Schein, Inc., incorporated on December 23, 1992, is a provider of healthcare products and services primarily to office-based dental, animal health and medical practitioners. The Company operates through two ...See Company Profile ...Dividend History ...List of ETFs holding HSIC",$8.28,$57.97,16.06,4.06,"$8,280,000,000"
443) Textron (TXT),"Textron Inc., incorporated on July 31, 1967, is a multi-industry company engaged in aircraft, defense, industrial and finance businesses to provide customers with products and services across the world. The ...See Company Profile ...Dividend History ...List of ETFs holding TXT",$8.15,$35.72,14.01,1.64,"$8,150,000,000"
444) BorgWarner (BWA),"BorgWarner Inc., incorporated on May 4, 1987, is engaged in providing technology solutions for combustion, hybrid and electric vehicles. The Companys segments include Engine and Drivetrain. The Engine segments products ...See Company Profile ...Dividend History ...List of ETFs holding BWA",$8.12,$39.20,11.4,2.16,"$8,120,000,000"
445) Snap-On (SNA),"Snap-on Incorporated, incorporated on April 7, 1930, is a manufacturer and marketer of tools, equipment, diagnostics, repair information and systems solutions. The Companys segments include the Commercial & Industrial Group, ...See Company Profile ...Dividend History ...List of ETFs holding SNA",$8.07,$148.12,13.87,10.38,"$8,070,000,000"
446) Host Hotels (HST),"Host Hotels & Resorts, Inc. (Host Inc.), incorporated on September 28, 1998, operates as a self-managed and self-administered real estate investment trust (REIT). The Company operates through hotel ownership segment. ...See Company Profile ...Dividend History ...List of ETFs holding HST",$7.96,$11.29,-20.91,0.13,"$7,960,000,000"
447) Everest Re (RE),"Everest Re Group, Ltd., incorporated on August 26, 1999, through its subsidiaries, is engaged in the underwriting of reinsurance and insurance in the United States, Bermuda and international markets. The ...See Company Profile ...Dividend History ...List of ETFs holding RE",$7.94,$198.66,8.38,13.03,"$7,940,000,000"
448) Wynn Resorts (WYNN),"Wynn Resorts, Limited (Wynn Resorts), incorporated on June 3, 2002, is a developer, owner and operator of destination casino resorts that integrate accommodations and a range of amenities, including dining ...See Company Profile ...Dividend History ...List of ETFs holding WYNN",$7.89,$73.20,-93.85,-10.46,"$7,890,000,000"
449) Iron Mountain (IRM),"Iron Mountain Incorporated, incorporated on June 26, 2014, is a holding company, which stores records, primarily physical records and data backup media, and provides information management services in various locations ...See Company Profile ...Dividend History ...List of ETFs holding IRM",$7.88,$27.34,21.36,0.7,"$7,880,000,000"
450) Howmet Aerospace (HWM),"Howmet Aerospace Inc. provides advanced engineered solutions for the aerospace and transportation industries. It offers jet engine components, aerospace fastening systems, and titanium structural parts for mission-critical performance and efficiency in aerospace and defense applications, as well as forged wheels for commercial transportation. ...See Company Profile ...Dividend History ...List of ETFs holding HWM",$7.80,$17.88,0,0,"$7,800,000,000"
451) ViacomCBS (VIAC),"CBS Corporation operates as a mass media company worldwide. The company operates in four segments: Entertainment, Cable Networks, Publishing, and Local Media. The Entertainment segment distributes a schedule of news and public affairs broadcasts, and sports and entertainment programming; produces, ...List of ETFs holding VIAC",$7.70,$12.21,0,7.71,"$7,700,000,000"
452) Mylan (MYL),"Mylan N.V., incorporated on July 7, 2014, is a global pharmaceutical company. The Company develops, licenses, manufactures, markets and distributes generic, brand name and over-the-counter (OTC) products in a range ...See Company Profile ...Dividend History ...List of ETFs holding MYL",$7.70,$14.89,3.18,0.52,"$7,700,000,000"
453) Quanta (PWR),"Quanta Services, Inc. (Quanta), incorporated on August 19, 1997, is a provider of specialty contracting services, offering infrastructure solutions primarily to the electric power and oil and gas industries in ...See Company Profile ...Dividend History ...List of ETFs holding PWR",$7.67,$55.20,13.63,2.51,"$7,670,000,000"
454) Pentair (PNR),"Pentair plc, incorporated on November 28, 2013, is a diversified industrial manufacturing company. The Companys segments include Water, Electrical and Other. The Water segment consists of the Companys Water Quality ...See Company Profile ...Dividend History ...List of ETFs holding PNR",$7.62,$45.91,18.44,1.98,"$7,620,000,000"
455) NRG Energy (NRG),"NRG Energy, Inc., together with its subsidiaries, operates as an integrated power company in the United States. The company is involved in the generation of electricity using fossil fuel and nuclear s...See Company Profile ...Dividend History ...List of ETFs holding NRG",$7.58,$31.06,7.16,16.72,"$7,580,000,000"
456) F5 Networks (FFIV),"F5 Networks, Inc., incorporated on February 26, 1996, is a developer and provider of software defined application services. The Company is engaged in the development, marketing and sale of application ...See Company Profile ...Dividend History ...List of ETFs holding FFIV",$7.49,$122.50,12.6,5.33,"$7,490,000,000"
457) Molson Coors Brewing (TAP),"Molson Coors Brewing Company (MCBC), incorporated on August 14, 2003, is a holding company. The Company operates as a brewer. The Companys segments include MillerCoors LLC (United States segment), operating ...See Company Profile ...Dividend History ...List of ETFs holding TAP",$7.43,$34.04,8.77,-0.75,"$7,430,000,000"
458) Newell Brands (NWL),"Newell Brands Inc., incorporated on February 23, 1987, is a marketer of consumer and commercial products. The Companys segments include Writing, Home Solutions, Commercial Products, Baby & Parenting, Branded Consumables, ...See Company Profile ...Dividend History ...List of ETFs holding NWL",$7.37,$17.38,12.15,-2.44,"$7,370,000,000"
459) Assurant (AIZ),"Assurant, Inc., through its subsidiaries, provides risk management solutions for housing and lifestyle markets in North America, Latin America, Europe, and the Asia Pacific. The company operates throu...See Company Profile ...Dividend History ...List of ETFs holding AIZ",$7.36,$123.43,11.66,6.32,"$7,360,000,000"
460) Mohawk Industries (MHK),"Mohawk Industries, Inc., incorporated on December 22, 1988, is a flooring manufacturer that creates products for residential and commercial spaces around the world. The Company operates in three segments: Global ...See Company Profile ...Dividend History ...List of ETFs holding MHK",$7.28,$102.19,12.42,49.9,"$7,280,000,000"
461) Juniper Networks (JNPR),"Juniper Networks, Inc. (Juniper Networks), incorporated on September 10, 1997, designs, develops and sells products and services for high-performance networks to enable customers to build networks for their businesses. The ...See Company Profile ...Dividend History ...List of ETFs holding JNPR",$7.07,$21.32,11.84,1.02,"$7,070,000,000"
462) Mosaic (MOS),"The Mosaic Company, incorporated on March 25, 2004, is a producer and marketer of concentrated phosphate and potash crop nutrients. The Company operates through three segments: Phosphates, Potash and International ...See Company Profile ...Dividend History ...List of ETFs holding MOS",$6.94,$18.31,17.78,-2.95,"$6,940,000,000"
463) Gap (GPS),"The Gap, Inc. operates as an apparel retail company worldwide. The company offers apparel, accessories, and personal care products for men, women, and children under the Old Navy, Gap, Banana Republic...See Company Profile ...Dividend History ...List of ETFs holding GPS",$6.86,$18.35,16.68,-2.78,"$6,860,000,000"
464) Vornado Realty Trust (VNO),"Vornado Realty Trust, incorporated on March 29, 1993, is a real estate investment trust (REIT). The Company conducts its business through Vornado Realty L.P. (the Operating Partnership). The Company operates ...See Company Profile ...Dividend History ...List of ETFs holding VNO",$6.83,$35.71,77.63,1.69,"$6,830,000,000"
465) Regency Centers (REG),"Regency Centers Corporation, incorporated on July 8, 1993, is a real estate investment trust (REIT). The Company is the general partner of Regency Centers, L.P. (the Operating Partnership). The Company ...See Company Profile ...Dividend History ...List of ETFs holding REG",$6.82,$40.20,34.96,0.54,"$6,820,000,000"
466) Interpublic of Companies (IPG),"The Interpublic Group of Companies, Inc., incorporated on September 18, 1930, is a global advertising and marketing services company. The Company specializes in consumer advertising, digital marketing, communications planning and ...See Company Profile ...Dividend History ...List of ETFs holding IPG",$6.79,$17.41,10.01,1.16,"$6,790,000,000"
467) Cabot Oil and Gas (COG),"Cabot Oil & Gas Corporation, an independent oil and gas company, explores for, exploits, develops, produces, and markets natural gas, oil, and natural gas liquids in the United States. It primarily fo...See Company Profile ...Dividend History ...List of ETFs holding COG",$6.78,$17.01,9.89,0.79,"$6,780,000,000"
468) American Airlines (AAL),"American Airlines Group Inc., incorporated on February 16, 1982, is a holding company. The Companys primary business activity is the operation of a network air carrier, providing scheduled air transportation ...See Company Profile ...Dividend History ...List of ETFs holding AAL",$6.55,$13,-3.46,-8.02,"$6,550,000,000"
469) CF Industries (CF),"CF Industries Holdings, Inc., incorporated on April 15, 2005, is a manufacturer and distributor of nitrogen fertilizer, and other nitrogen products. The Companys nitrogen fertilizer products are ammonia, granular urea, ...See Company Profile ...Dividend History ...List of ETFs holding CF",$6.54,$30.57,19.11,1.74,"$6,540,000,000"
470) Lincoln National (LNC),"Lincoln National Corporation, incorporated on January 5, 1968, is a holding company, which operates insurance and retirement businesses through its subsidiary companies. The Company operates in four segments: Annuities, Retirement ...See Company Profile ...Dividend History ...List of ETFs holding LNC",$6.31,$32.64,3.36,1.11,"$6,310,000,000"
471) Sealed Air (SEE),"Sealed Air Corporation, incorporated on January 29, 1996, is engaged in food safety and security, facility hygiene and product protection business. The Company serves a range of end markets, including ...See Company Profile ...Dividend History ...List of ETFs holding SEE",$6.28,$40.35,13.1,2.56,"$6,280,000,000"
472) Robert Half (RHI),"Robert Half International Inc., incorporated on October 18, 1979, provides specialized staffing and risk consulting services. The Company provides these services through its divisions, including Accountemps, Robert Half Finance & ...See Company Profile ...Dividend History ...List of ETFs holding RHI",$6.26,$54.57,18.44,3.2,"$6,260,000,000"
